procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  2      0 227628224  33184 33364524    0    1  1328  2004    0    0 26  5 63  6  0
 2 41      0 227180272  34460 33370808    0    0 233820 164460 85183 153260  5  2 65 29  0
 4 42      0 226881552  35588 33371516    0    0 274756 203276 81363 154609  4  2 60 34  0
 6 44      0 226606272  36636 33372768    0    0 244984 233636 76696 147193  4  2 60 34  0
12 41      0 226332112  37720 33373732    0    0 255848 217580 79129 152669  4  2 59 35  0
 0 48      0 226073328  38716 33374804    0    0 234264 244228 74206 145994  4  2 59 36  0
 0 46      0 225795024  39812 33375536    0    0 263272 214076 86465 173494  5  2 59 35  0
 1 45      0 225524096  40888 33376764    0    0 253156 221164 90013 182789  5  2 59 34  0
 1 45      0 225273984  41928 33377964    0    0 238348 239584 79487 162484  5  2 59 35  0
 4 35      0 225002672  43016 33379140    0    0 249732 230480 88306 177139  5  2 58 35  0
 0 51      0 224714000  44176 33380496    0    0 265656 212756 88658 182785  6  2 56 36  0
 3 43      0 224412544  45428 33382172    0    0 280948 190904 99175 204993  6  2 57 35  0
 7 47      0 223999632  47136 33384292    0    0 389940 75056 144704 298299  9  3 54 34  0
 7 38      0 223534496  49024 33387100    0    0 434512 31440 162655 335972 10  4 54 33  0
11 42      0 223074336  50904 33389840    0    0 433552 31736 164991 341775 10  4 54 33  0
 9 43      0 222615904  52808 33392768    0    0 426048 40168 168571 349136 10  3 54 33  0
 8 41      0 222177184  54628 33395184    0    0 399508 65364 161767 335651 10  4 55 32  0
14 36      0 221753728  56468 33398060    0    0 385952 80320 169022 351563 11  4 53 32  0
13 33      0 221340448  58304 33400768    0    0 389104 76400 182909 380464 11  4 52 33  0
 8 41      0 220913264  60128 33404300    0    0 387072 77148 183905 382452 11  4 52 32  0
13 38      0 220473808  62032 33407488    0    0 412340 52476 185590 385693 12  4 51 33  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
28 29      0 220046704  63836 33410916    0    0 391088 73372 193396 402889 12  4 50 33  0
10 35      0 219616544  65684 33414728    0    0 396784 69952 206611 430545 14  4 50 32  0
12 30      0 219200032  67480 33418348    0    0 382276 82532 213969 442005 14  5 49 33  0
17 32      0 218774336  69320 33422632    0    0 391600 75196 224125 469213 15  5 47 32  0
14 31      0 218338368  71224 33427260    0    0 404000 61672 244444 510430 17  6 45 32  0
20 30      0 217931392  73032 33431828    0    0 372160 92916 222173 465409 15  5 46 33  0
15 32      0 217510416  74884 33436512    0    0 390816 73720 242621 507037 17  6 45 32  0
11 31      0 217080368  76780 33441220    0    0 396372 68592 264060 552854 18  6 44 32  0
11 33      0 216662976  78632 33446752    0    0 385312 80080 266981 559569 20  6 42 32  0
22 28      0 216244864  80456 33452152    0    0 383168 83480 277552 581046 20  6 42 32  0
28 20      0 215824624  82184 33457816    0    0 389728 75916 283700 594736 21  7 40 32  0
28 28      0 215398688  83568 33463936    0    0 392496 72788 300857 631610 22  7 39 32  0
19 30      0 214977456  84872 33470212    0    0 387060 76956 312186 656062 23  7 38 31  0
18 25      0 214568384  86116 33476696    0    0 375472 89228 307095 646417 22  7 38 33  0
20 21      0 214157968  87512 33481080    0    0 379200 82864 323990 688870 25  8 37 30  0
