procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 224008992  33504 33291160    0    0  1665  2312    1    0 28  6 59  7  0
 4 45      0 223590368  34780 33295984    0    0 220040 145412 78730 137556  4  2 69 26  0
 2 48      0 223279504  35904 33300252    0    0 276420 198132 83734 154813  4  2 59 35  0
 5 48      0 222984256  37004 33301148    0    0 272744 204248 79554 149650  4  2 61 33  0
 4 51      0 222700352  38088 33302436    0    0 251704 227792 78147 153987  4  2 59 35  0
 3 39      0 222428144  39184 33303132    0    0 262344 212648 84322 166756  4  2 59 35  0
11 40      0 222156992  40228 33304620    0    0 245412 229228 78705 158729  5  2 58 35  0
 0 44      0 221899632  41308 33305680    0    0 251048 228704 86848 177343  5  2 58 35  0
 9 39      0 221623760  42404 33306884    0    0 256600 220472 82858 167129  5  2 58 35  0
 0 50      0 221359888  43444 33308276    0    0 238296 242712 85587 174336  4  2 58 36  0
 3 45      0 221095888  44524 33309780    0    0 242712 231972 89357 183165  5  2 58 35  0
10 37      0 220798496  45748 33310020    0    0 283060 193552 97136 199049  6  3 58 33  0
10 33      0 220408736  47324 33311620    0    0 365988 102896 127557 263513  8  3 56 33  0
 7 44      0 219939632  49204 33314380    0    0 437632 27280 166863 346018  9  4 53 33  0
 9 41      0 219491760  51072 33317084    0    0 421892 44448 165281 342527 10  3 53 34  0
36 46      0 219031344  52932 33319960    0    0 425728 40676 168418 349776 10  4 53 33  0
10 37      0 218564864  54852 33323020    0    0 436640 28772 180478 373684 12  4 51 33  0
11 39      0 218123808  56712 33326540    0    0 404704 57704 176886 368402 11  4 52 33  0
 6 37      0 217679616  58576 33329788    0    0 416804 49644 186118 387587 13  4 51 33  0
 8 40      0 217219840  60488 33333072    0    0 423808 41960 184796 384467 12  4 51 33  0
10 40      0 216774896  62336 33336744    0    0 411984 54392 190998 397314 13  4 50 33  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9 37      0 216309152  64272 33340628    0    0 430736 35292 214605 446619 14  5 48 32  0
11 45      0 215856320  66168 33344568    0    0 414736 51996 214416 447803 15  5 48 33  0
 5 35      0 215408832  68076 33349304    0    0 410628 52104 221467 463955 15  5 47 33  0
15 29      0 214955840  69988 33353120    0    0 423552 41240 244092 509884 17  5 46 32  0
14 28      0 214496784  71916 33358472    0    0 420144 45592 253267 529647 18  6 44 32  0
11 31      0 214053728  73836 33362776    0    0 413920 53236 251693 525773 18  6 44 32  0
 9 34      0 213663872  75600 33367336    0    0 340388 125240 235072 491758 17  5 48 31  0
21 32      0 213281472  77432 33371216    0    0 358192 106284 250356 523213 17  5 46 31  0
20 33      0 212894448  79228 33376824    0    0 351296 114308 241917 506780 18  6 45 32  0
13 34      0 212515760  81016 33380976    0    0 350288 113244 251767 527304 18  5 44 32  0
11 35      0 212123536  82816 33386516    0    0 360272 105852 256720 538986 19  5 44 32  0
11 30      0 211730096  84420 33391772    0    0 357444 106536 271215 568586 20  6 42 32  0
12 30      0 211346800  85632 33397352    0    0 357904 106684 287864 603664 21  7 40 32  0
27 26      0 210969600  86888 33403084    0    0 350928 114000 294567 618530 22  7 40 32  0
20 32      0 210595264  88188 33409012    0    0 341296 122572 291735 613757 22  7 40 32  0
16 35      0 210219136  89492 33414748    0    0 345984 117060 308525 648720 23  7 39 31  0
20 26      0 209821376  90820 33421612    0    0 365188 100132 319507 673123 24  7 37 32  0
13  3      0 209534848  91752 33427460    0    0 257188 214228 232545 492537 17  5 49 28  0
21 28      0 209152208  92988 33433360    0    0 355728 107236 341348 722169 26  8 36 30  0
17 38      0 208778608  93980 33440092    0    0 353872 103524 359615 761646 28  8 34 29  0
38 25      0 208390592  95012 33448112    0    0 353952 106260 353387 749816 28  8 34 29  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
33 20      0 208000512  95680 33455544    0    0 360656 100800 373570 794674 30  8 32 29  0
24 29      0 207633952  96696 33463116    0    0 337200 123636 370112 764072 29  8 33 30  0
22 27      0 207311904  97632 33470040    0    0 301508 162412 335928 688869 25  7 39 28  0
32 22      0 206917616  98648 33478332    0    0 358160 98844 388106 828254 32 10 31 27  0
32 16      0 206538512  99660 33486448    0    0 352624 103284 403234 862985 33 10 30 27  0
36 25      0 206145792 100616 33495324    0    0 362688 94660 411529 882764 34 10 30 26  0
25 22      0 205744160 101512 33505888    0    0 357220 95384 415558 893982 35 10 29 26  0
27 33      0 205381072 102400 33512588    0    0 351712 102572 416009 897142 35 10 29 26  0
31 19      0 205006448 103620 33521368    0    0 347760 103648 412782 892709 35 10 30 25  0
24 20      0 204614720 104952 33531048    0    0 362640 89844 438829 946654 38 11 27 24  0
25 26      0 204238256 106104 33539336    0    0 349648 103332 432420 936318 38 10 28 25  0
34 16      0 203945376 107116 33548460    0    0 266436 200512 332532 717455 28  8 40 24  0
42 22      0 203574976 108600 33555712    0    0 352784 98540 437008 945218 37 11 27 25  0
29 26      0 203193888 109988 33566892    0    0 348944 102908 441131 958922 38 11 27 24  0
23 26      0 202815200 111092 33575604    0    0 354736 94636 453217 990965 40 11 26 23  0
 5 34      0 202478016 112084 33585736    0    0 308864 143732 401934 879569 35 10 31 25  0
35 18      0 202142704 112908 33593576    0    0 315040 136836 407808 895910 36 10 30 25  0
38 24      0 201801936 113628 33603444    0    0 315904 133236 416863 921588 37 10 29 23  0
46 17      0 201444800 114572 33614276    0    0 320272 129612 432965 959032 39 10 28 23  0
33 22      0 201123248 115536 33622008    0    0 314052 136968 422522 930658 38 10 29 23  0
40 16      0 200790080 116888 33630624    0    0 311320 141032 410073 898438 36 10 30 24  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
35 21      0 200435280 117564 33641580    0    0 316752 133048 422148 931435 38 10 29 23  0
44 16      0 200160256 118240 33649240    0    0 257092 194680 344424 765984 31  8 39 22  0
