1,56,380.08,14973.89,8750.90,5295.23,927.76,262.64,0.00,0.00,5
2,56,448.16,15935.52,9011.12,6028.09,896.31,240.02,4.00,0.00,5
3,56,454.02,17678.62,10770.38,6000.21,908.03,204.11,5.00,0.00,5
4,56,501.00,17833.83,10236.90,6594.94,1001.99,183.21,3.00,0.00,5
5,56,506.01,16250.19,8467.10,6771.08,1012.01,186.54,3.00,0.00,5
6,56,543.98,19471.34,11636.61,6746.77,1087.96,186.54,1.00,0.00,5
7,56,562.02,20364.68,12197.41,7043.24,1124.04,161.51,2.00,0.00,5
8,56,561.00,20266.99,11883.00,7262.00,1122.00,170.48,5.00,0.00,5
9,56,579.99,20141.76,11463.87,7517.91,1159.99,153.02,3.00,0.00,5
10,56,582.99,22053.75,12755.86,8131.91,1165.99,150.29,2.00,0.00,5
11,56,744.00,27088.91,15690.95,9909.97,1488.00,132.49,8.00,0.00,5
12,56,941.00,35890.84,20824.90,13183.94,1881.99,97.55,2.00,0.00,5
13,56,1178.99,43509.50,25410.71,15740.82,2357.97,75.82,4.00,0.00,5
14,56,1187.02,42098.81,23713.46,16011.31,2374.05,78.60,11.00,0.00,5
15,56,1128.02,41039.85,22960.48,15823.33,2256.05,97.55,4.00,0.00,5
16,56,885.99,31836.64,18392.79,11671.87,1771.98,97.55,4.00,0.00,5
17,56,354.01,14167.23,8701.14,4758.08,708.01,493.24,1.00,0.00,5
18,56,408.00,13669.03,7297.02,5556.01,816.00,831.46,1.00,0.00,5
19,56,405.00,13690.87,7347.93,5532.95,809.99,759.88,1.00,0.00,5
20,56,471.99,17638.56,10603.74,6090.85,943.98,590.56,1.00,0.00,5
21,56,563.98,21704.17,12970.50,7605.71,1127.96,458.96,3.00,0.00,5
22,56,658.04,23117.52,13394.88,8406.55,1316.09,158.63,3.00,0.00,5
23,56,669.99,25934.63,15813.78,8780.88,1339.98,183.21,4.00,0.00,5
24,56,667.00,25046.14,14880.08,8832.05,1334.01,179.94,3.00,0.00,5
25,56,626.98,22896.38,13499.63,8142.78,1253.97,183.21,2.00,0.00,5
26,56,648.01,25208.43,15055.26,8857.15,1296.02,215.44,2.00,0.00,5
27,56,574.98,20686.37,11875.64,7660.77,1149.97,207.82,2.00,0.00,5
28,56,685.98,23223.45,12840.70,9010.79,1371.97,193.38,7.00,0.00,5
29,56,643.99,25626.75,15314.85,9023.91,1287.99,186.54,2.00,0.00,5
30,56,699.02,26517.92,15890.55,9229.32,1398.05,183.21,4.00,0.00,5
31,56,657.00,25527.81,14911.89,9301.93,1313.99,170.48,4.00,0.00,5
32,56,612.02,22792.80,13124.46,8444.30,1224.04,189.93,2.00,0.00,5
33,56,660.95,24622.26,15069.93,8230.42,1321.91,200.47,3.00,0.00,5
34,56,669.05,24486.66,14091.96,9056.61,1338.09,170.48,3.00,0.00,5
35,56,677.03,25736.28,15297.76,9084.45,1354.07,183.21,5.00,0.00,5
36,56,662.89,24809.93,14779.57,8704.57,1325.78,189.93,3.00,0.00,5
37,56,678.01,25785.50,15887.31,8542.17,1356.03,200.47,3.00,0.00,5
38,56,754.06,29735.52,18438.57,9788.83,1508.13,167.44,4.00,0.00,5
39,56,636.01,24710.36,14517.21,8921.13,1272.02,170.48,1.00,0.00,5
40,56,677.00,23788.92,14021.95,8412.97,1354.00,186.54,2.00,0.00,5
41,56,641.98,24141.27,14099.57,8757.73,1283.96,204.11,4.00,0.00,5
42,56,704.04,26003.41,14175.77,10419.56,1408.08,173.58,3.00,0.00,5
43,56,567.00,22011.95,12765.97,8111.98,1134.00,248.83,2.00,0.00,5
44,56,655.00,25116.02,14625.01,9181.01,1310.00,176.73,3.00,0.00,5
45,56,585.99,22568.70,12782.83,8613.88,1171.98,248.83,3.00,0.00,5
46,56,660.00,24631.01,14504.00,8807.00,1320.00,200.47,7.00,0.00,5
47,56,670.00,22115.01,11810.01,8965.00,1340.00,183.21,4.00,0.00,5
48,56,719.97,25300.97,14695.40,9165.63,1439.94,167.44,5.00,0.00,5
49,56,670.04,25083.37,14606.80,9136.50,1340.07,189.93,4.00,0.00,5
50,56,664.00,25121.99,14838.99,8955.00,1328.00,215.44,3.00,0.00,5
51,56,603.00,23088.13,13514.08,8368.05,1206.01,240.02,4.00,0.00,5
52,56,717.98,26065.33,14868.62,9760.75,1435.96,193.38,2.00,0.00,5
53,56,774.01,29020.48,17165.28,10307.17,1548.03,167.44,3.00,0.00,5
54,56,691.00,27730.80,16313.88,10034.93,1381.99,189.93,3.00,0.00,5
55,56,789.98,29137.43,17526.66,10030.81,1579.97,158.63,5.00,0.00,5
56,56,775.02,31092.68,18870.41,10672.23,1550.03,183.21,3.00,0.00,5
57,56,782.99,28779.61,16450.78,10762.86,1565.98,147.61,1.00,0.00,5
58,56,824.02,29653.64,16750.36,11255.24,1648.04,158.63,3.00,0.00,5
59,56,826.97,28762.94,16222.40,10886.60,1653.94,137.35,3.00,0.00,5
60,56,873.01,29309.34,16536.19,11027.13,1746.02,127.81,5.00,0.00,5
61,56,803.02,29723.73,17200.42,10917.27,1606.04,173.58,3.00,0.00,5
62,56,814.00,30583.07,17699.04,11256.03,1628.00,142.39,4.00,0.00,5
63,56,790.00,30587.02,17802.01,11205.01,1580.00,139.85,4.00,0.00,5
64,56,669.97,23687.03,13474.45,8872.64,1339.95,287.38,1.00,0.00,5
65,56,803.00,30102.17,17995.10,10502.06,1605.01,158.63,4.00,0.00,5
66,56,713.01,25220.27,13973.15,9820.10,1427.02,173.58,1.00,0.00,5
67,56,735.97,28104.77,16806.26,9826.57,1471.94,170.48,6.00,0.00,5
68,56,789.02,29231.71,17077.41,10576.26,1578.04,161.51,3.00,0.00,5
69,56,780.02,27447.57,15915.33,9972.21,1560.03,179.94,4.00,0.00,5
70,56,799.02,28940.59,16866.35,10476.21,1598.03,142.39,3.00,0.00,5
71,56,822.96,29619.52,16798.16,11175.44,1645.92,153.02,3.00,0.00,5
72,56,830.04,31363.55,18288.91,11414.57,1660.08,155.80,4.00,0.00,5
73,56,792.00,30119.08,17532.05,11003.03,1584.00,150.29,2.00,0.00,5
74,56,791.94,29676.86,17362.75,10730.23,1583.89,155.80,5.00,0.00,5
75,56,789.00,30534.89,17908.94,11047.96,1577.99,164.45,4.00,0.00,5
76,56,844.02,32676.94,19516.56,11472.33,1688.05,147.61,4.00,0.00,5
77,56,804.91,28815.90,16528.22,10677.85,1609.83,164.45,5.00,0.00,5
78,56,751.09,26977.12,15423.78,10051.16,1502.17,183.21,1.00,0.00,5
79,56,812.03,29228.09,16071.60,11532.43,1624.06,173.58,8.00,0.00,5
80,56,883.98,30943.39,17922.65,11252.78,1767.97,153.02,5.00,0.00,5
81,56,872.97,31555.04,18066.45,11742.64,1745.95,134.90,1.00,0.00,5
82,56,821.04,29304.47,16275.81,11386.57,1642.08,142.39,3.00,0.00,5
83,56,759.93,27759.51,15828.58,10411.06,1519.86,196.89,5.00,0.00,5
84,56,809.02,30510.89,18045.53,10847.32,1618.05,164.45,4.00,0.00,5
85,56,785.04,31167.61,18200.94,11396.59,1570.08,164.45,1.00,0.00,5
86,56,844.00,30771.91,18194.95,10888.97,1687.99,153.02,2.00,0.00,5
87,56,840.99,33920.60,20602.76,11635.86,1681.98,155.80,1.00,0.00,5
88,56,881.95,31426.34,18025.05,11637.39,1763.91,144.97,5.00,0.00,5
89,56,843.04,33546.72,20878.07,10982.56,1686.09,164.45,2.00,0.00,5
90,56,797.01,30631.46,17838.27,11199.17,1594.02,155.80,5.00,0.00,5
91,56,834.99,30499.47,17158.70,11670.80,1669.97,142.39,4.00,0.00,5
92,56,869.02,33281.89,20458.54,11085.29,1738.05,150.29,8.00,0.00,5
93,56,868.00,33920.02,19991.01,12193.01,1736.00,147.61,4.00,0.00,5
94,56,858.00,30984.02,18185.01,11083.01,1716.00,150.29,2.00,0.00,5
95,56,791.00,30912.97,18384.98,10945.99,1582.00,161.51,2.00,0.00,5
96,56,905.96,33017.58,18928.19,12277.47,1811.92,139.85,6.00,0.00,5
97,56,917.00,35361.02,21466.01,12061.01,1834.00,150.29,8.00,0.00,5
98,56,819.00,30610.17,17811.10,11161.06,1638.01,161.51,4.00,0.00,5
99,56,763.97,29249.03,17287.43,10433.65,1527.95,183.21,3.00,0.00,5
100,56,852.01,31833.23,18080.13,12049.09,1704.01,144.97,5.00,0.00,5
101,56,788.04,29718.48,16926.84,11215.56,1576.08,176.73,3.00,0.00,5
102,56,774.97,29687.75,17806.25,10334.56,1546.93,320.17,2.00,0.00,5
103,56,996.02,36583.72,21829.43,12759.25,1995.04,110.66,3.00,0.00,5
104,56,916.02,33128.73,19708.44,11588.26,1832.04,155.80,2.00,0.00,5
105,56,840.00,33449.11,20185.07,11584.04,1680.01,161.51,3.00,0.00,5
106,56,925.91,33230.94,19418.21,11960.90,1851.83,147.61,1.00,0.00,5
107,56,757.06,26701.23,14826.24,10360.86,1514.13,262.64,1.00,0.00,5
108,56,860.00,33687.82,20572.89,11394.94,1719.99,150.29,4.00,0.00,5
109,56,914.97,32369.00,18445.43,12093.62,1829.94,139.85,6.00,0.00,5
110,56,972.05,36910.07,22029.24,12936.73,1944.11,127.81,3.00,0.00,5
111,56,839.97,31189.95,17930.40,11579.61,1679.94,161.51,6.00,0.00,5
112,56,879.01,30682.32,17252.18,11672.12,1758.02,147.61,5.00,0.00,5
113,56,916.99,32657.51,18232.73,12590.81,1833.97,134.90,3.00,0.00,5
114,56,907.01,31936.39,18602.23,11520.14,1814.02,153.02,5.00,0.00,5
115,56,912.97,34390.73,20782.23,11782.56,1825.93,153.02,2.00,0.00,5
116,56,867.00,33056.87,19233.93,12088.95,1733.99,144.97,3.00,0.00,5
117,56,878.06,33363.35,19809.39,11797.83,1756.12,150.29,4.00,0.00,5
118,56,789.98,29408.28,16834.59,10993.73,1579.96,164.45,3.00,0.00,5
119,56,822.97,30670.99,17699.42,11325.63,1645.95,176.73,4.00,0.00,5
120,56,973.02,36124.59,21570.35,12608.21,1946.03,134.90,2.00,0.00,5
121,56,906.02,34591.76,21079.46,11700.26,1812.04,153.02,3.00,0.00,5
122,56,921.00,34939.00,20451.00,12646.00,1842.00,134.90,1.00,0.00,5
123,56,935.02,34575.61,20067.36,12638.22,1870.03,137.35,3.00,0.00,5
124,56,943.00,34153.91,20145.95,12121.97,1886.00,142.39,5.00,0.00,5
125,56,862.94,34014.67,20514.60,11774.20,1725.88,155.80,2.00,0.00,5
126,56,946.02,35542.90,21086.53,12564.32,1892.05,150.29,3.00,0.00,5
127,56,846.03,30383.92,17218.52,11473.35,1692.05,161.51,1.00,0.00,5
128,56,939.97,33725.98,18984.43,12861.61,1879.94,139.85,2.00,0.00,5
129,56,884.04,34640.46,20447.86,12424.52,1768.07,161.51,5.00,0.00,5
130,56,960.97,35921.88,21168.34,12831.60,1921.94,139.85,9.00,0.00,5
131,56,820.02,31240.65,18270.38,11330.24,1640.03,176.73,2.00,0.00,5
132,56,907.99,31211.51,17854.72,11540.82,1815.97,150.29,2.00,0.00,5
133,56,903.00,34589.97,20487.99,12295.99,1806.00,164.45,4.00,0.00,5
134,56,963.01,34900.38,20503.23,12471.14,1926.02,142.39,3.00,0.00,5
135,56,882.99,31040.76,17736.86,11537.91,1765.99,142.39,2.00,0.00,5
136,56,910.02,34789.79,20446.46,12523.28,1820.04,137.35,2.00,0.00,5
137,56,926.99,36502.72,21822.84,12825.90,1853.99,155.80,4.00,0.00,5
138,56,932.97,35456.69,21158.22,12432.54,1865.93,153.02,2.00,0.00,5
139,56,969.02,37245.92,22595.56,12712.31,1938.05,139.85,6.00,0.00,5
140,56,981.00,37198.98,22537.99,12698.99,1962.00,132.49,7.00,0.00,5
141,56,891.93,34496.29,20173.41,12539.01,1783.86,158.63,6.00,0.00,5
142,56,897.05,33769.04,19763.19,12211.74,1794.11,142.39,4.00,0.00,5
143,56,879.04,32532.31,18989.77,11784.48,1758.07,147.61,2.00,0.00,5
144,56,974.95,34704.08,19625.92,13128.28,1949.89,132.49,5.00,0.00,5
145,56,962.01,34321.31,19638.18,12759.11,1924.02,132.49,5.00,0.00,5
146,56,948.02,37637.69,22316.41,13425.25,1896.03,132.49,6.00,0.00,5
147,56,937.02,35645.63,20754.37,13017.23,1874.03,142.39,3.00,0.00,5
148,56,903.99,33112.74,19506.85,11797.91,1807.99,153.02,5.00,0.00,5
149,56,1009.01,38066.50,22986.30,13062.17,2018.03,130.13,1.00,0.00,5
150,56,896.95,32467.12,18589.93,12083.30,1793.90,164.45,4.00,0.00,5
151,56,976.05,35562.85,20673.07,12937.67,1952.10,134.90,2.00,0.00,5
152,56,978.97,38459.69,22872.22,13629.54,1957.93,130.13,5.00,0.00,5
153,56,924.04,37363.68,23194.04,12321.55,1848.08,153.02,3.00,0.00,5
154,56,855.00,32021.00,18536.00,11775.00,1710.00,150.29,3.00,0.00,5
155,56,984.97,32709.09,17941.50,12797.64,1969.95,150.29,3.00,0.00,5
156,56,955.99,34210.76,19235.87,13062.91,1911.99,142.39,2.00,0.00,5
157,56,947.05,36537.85,21640.10,13003.66,1894.10,147.61,0.00,0.00,5
158,56,925.99,33651.49,19658.70,12140.82,1851.97,147.61,6.00,0.00,5
159,56,951.96,34732.49,19427.15,13401.42,1903.92,137.35,3.00,0.00,5
160,56,905.02,33032.83,19103.48,12119.30,1810.05,161.51,4.00,0.00,5
161,56,941.00,34607.09,19770.05,12955.03,1882.00,134.90,7.00,0.00,5
162,56,968.98,36957.17,21640.51,13378.70,1937.96,121.08,3.00,0.00,5
163,56,876.98,33203.11,19332.48,12116.67,1753.95,161.51,4.00,0.00,5
164,56,985.06,35937.30,20870.34,13096.84,1970.13,144.97,6.00,0.00,5
165,56,977.97,38873.67,23108.21,13809.53,1955.93,147.61,2.00,0.00,5
166,56,798.97,31350.98,18613.40,11139.64,1597.95,161.51,9.00,0.00,5
167,56,888.01,34552.30,20833.18,11943.10,1776.02,253.35,5.00,0.00,5
168,56,949.02,35427.77,21179.46,12350.27,1898.04,142.39,1.00,0.00,5
169,56,930.00,34384.13,20066.08,12458.05,1860.01,150.29,4.00,0.00,5
170,56,970.03,36577.15,21579.68,13059.41,1938.06,132.49,5.00,0.00,5
171,56,964.00,35184.06,19851.03,13403.02,1930.00,147.61,3.00,0.00,5
172,56,948.98,36119.09,21009.47,13211.67,1897.95,130.13,4.00,0.00,5
173,56,967.99,32219.65,17978.81,12304.87,1935.98,144.97,4.00,0.00,5
174,56,887.01,33480.40,19037.23,12669.15,1774.02,147.61,2.00,0.00,5
175,56,1046.01,37464.37,21563.21,13809.13,2092.02,121.08,3.00,0.00,5
176,56,951.98,34299.30,19352.60,13042.73,1903.96,142.39,7.00,0.00,5
177,56,872.02,32506.85,18161.48,12601.33,1744.05,170.48,5.00,0.00,5
178,56,987.00,36575.92,20822.96,13778.97,1974.00,137.35,2.00,0.00,5
179,56,967.95,37468.25,22659.94,12872.40,1935.91,153.02,3.00,0.00,5
180,56,1030.04,35192.20,20299.69,12832.44,2060.07,142.39,3.00,0.00,5
181,56,983.97,37940.83,23326.28,12647.61,1966.94,125.52,2.00,0.00,5
182,56,934.99,33096.60,18626.78,12598.85,1870.98,132.49,2.00,0.00,5
183,56,958.02,34535.78,19440.44,13179.30,1916.04,204.11,3.00,0.00,5
184,56,965.01,36191.28,21562.17,12699.10,1930.02,137.35,6.00,0.00,5
185,56,998.01,35465.19,20288.11,13181.07,1996.01,137.35,7.00,0.00,5
186,56,981.03,36433.01,20932.58,13538.38,1962.05,125.52,5.00,0.00,5
187,56,984.99,34273.73,19563.85,12739.90,1969.98,153.02,5.00,0.00,5
188,56,933.99,34466.71,20413.83,12184.90,1867.98,158.63,8.00,0.00,5
189,56,1026.00,36400.04,21129.02,13219.01,2052.00,137.35,0.00,0.00,5
190,56,1009.98,37180.14,21668.50,13491.69,2019.95,153.02,9.00,0.00,5
191,56,975.03,37447.05,22116.62,13380.38,1950.05,139.85,4.00,0.00,5
192,56,950.92,35194.97,20037.27,13255.86,1901.84,139.85,3.00,0.00,5
193,56,1021.04,36971.41,21538.82,13390.51,2042.08,127.81,5.00,0.00,5
194,56,1010.00,37266.12,21747.07,13499.05,2020.01,123.28,4.00,0.00,5
195,56,1041.03,38845.27,23058.76,13704.45,2082.07,127.81,6.00,0.00,5
196,56,927.00,36171.90,21366.94,12950.96,1853.99,150.29,4.00,0.00,5
197,56,991.00,38006.84,22915.91,13108.95,1981.99,137.35,7.00,0.00,5
198,56,1008.00,36081.10,20909.06,13156.04,2016.01,142.39,4.00,0.00,5
199,56,946.01,34185.30,19492.17,12801.11,1892.02,150.29,3.00,0.00,5
200,56,993.02,37545.76,22285.45,13274.27,1986.04,144.97,4.00,0.00,5
201,56,991.94,37200.60,21654.60,13562.13,1983.87,123.28,1.00,0.00,5
202,56,1014.04,36247.27,20657.72,13561.47,2028.07,137.35,4.00,0.00,5
203,56,983.02,35180.83,20811.49,12403.29,1966.05,134.90,8.00,0.00,5
204,56,977.00,36930.08,21847.05,13129.03,1954.00,137.35,3.00,0.00,5
205,56,928.00,34342.14,20394.09,12092.05,1856.01,164.45,1.00,0.00,5
206,56,1001.96,37709.32,21857.03,13848.38,2003.91,137.35,9.00,0.00,5
207,56,1012.02,37613.59,22666.36,12923.20,2024.03,134.90,6.00,0.00,5
208,56,1044.92,36815.32,21372.44,13353.03,2089.85,130.13,6.00,0.00,5
