1,2,44,0,228354848,34548,33301276,0,0,228064,154928,85393,153097,4,2,67,28,0,5
2,5,43,0,228079568,35624,33302040,0,0,256088,222360,79213,146702,3,1,61,34,0,5
3,8,42,0,227778240,36736,33303216,0,0,265700,207264,83324,157875,5,2,59,34,0,5
4,10,40,0,227501600,37832,33304128,0,0,261832,213676,80129,156413,5,2,59,35,0,5
5,6,42,0,227230288,38872,33305308,0,0,243240,236180,75306,148753,4,2,59,35,0,5
6,1,47,0,226979440,39920,33306288,0,0,241236,237648,80872,160503,4,2,59,35,0,5
7,7,36,0,226706640,40992,33307596,0,0,247144,230028,82246,165740,5,2,60,34,0,5
8,2,45,0,226434352,42112,33308596,0,0,257240,218392,84034,170810,4,2,58,35,0,5
9,5,37,0,226159584,43196,33309764,0,0,247860,229664,86139,169575,5,2,59,35,0,5
10,8,38,0,225896672,44300,33310772,0,0,249208,227872,89080,174982,5,2,58,35,0,5
11,11,39,0,225579360,45584,33312480,0,0,296148,174340,101229,204545,6,2,58,34,0,5
12,11,39,0,225200784,47132,33314488,0,0,356756,112692,129908,267553,8,3,55,34,0,5
13,9,36,0,224742720,48972,33317280,0,0,428336,37672,162329,335280,10,4,54,33,0,5
14,6,38,0,224293232,50788,33319952,0,0,421072,43340,158881,327771,9,4,54,33,0,5
15,10,36,0,223845872,52616,33322636,0,0,405552,58936,151368,313836,9,4,55,33,0,5
16,0,0,0,223464816,54256,33325152,0,0,354100,78784,141374,292829,9,3,58,30,0,5
17,0,0,0,223356944,54824,33325872,0,0,112640,45116,57927,119046,4,1,85,10,0,5
18,0,0,0,223273584,55480,33326436,0,0,123104,82812,59607,121536,3,1,82,14,0,5
19,0,0,0,223231920,56168,33327664,0,0,127552,121312,61194,125097,4,1,79,16,0,5
20,1,0,0,223217632,56932,33328704,0,0,141872,187708,77506,158989,5,2,72,22,0,5
21,12,35,0,223213792,57708,33329440,0,0,151088,184784,76213,156527,4,2,70,24,0,5
22,3,24,0,223210816,58756,33331164,0,0,212272,255096,106929,218008,6,2,56,35,0,5
23,5,36,0,223208576,59828,33333112,0,0,229312,236904,109855,224918,6,2,56,35,0,5
24,15,37,0,223205472,60952,33334300,0,0,210608,256892,109292,222828,6,2,59,33,0,5
25,0,25,0,223201872,62124,33336076,0,0,206560,260660,110186,224162,6,2,60,32,0,5
26,9,41,0,223199760,63264,33337104,0,0,198480,268792,111843,227258,6,2,61,32,0,5
27,1,13,0,223196784,64456,33338920,0,0,196592,270392,104556,212042,5,2,60,32,0,5
28,5,29,0,223193712,65480,33340052,0,0,192820,273824,107241,217923,5,2,62,31,0,5
29,1,36,0,223190608,66368,33341904,0,0,209600,258892,117660,238144,6,2,60,32,0,5
30,8,36,0,223188992,67256,33343204,0,0,204624,259584,119292,243480,6,2,58,33,0,5
31,15,30,0,223186016,68144,33344972,0,0,204544,261548,116069,237140,6,2,60,32,0,5
32,5,25,0,223183664,68988,33346388,0,0,192800,276756,111285,225376,5,2,61,32,0,5
33,5,18,0,223180944,69708,33347972,0,0,197296,271672,114045,231899,6,2,61,32,0,5
34,3,23,0,223178832,70468,33349236,0,0,198640,266204,109991,224785,6,2,60,32,0,5
35,1,34,0,223175712,71404,33351284,0,0,200060,269368,113981,231715,6,2,60,32,0,5
36,0,39,0,223171984,72552,33352756,0,0,201636,269440,115063,233922,5,2,61,32,0,5
37,7,32,0,223169008,73608,33354492,0,0,191680,274100,114927,233747,6,2,61,31,0,5
38,0,23,0,223166784,74740,33355788,0,0,202848,268356,126321,257887,7,2,59,32,0,5
39,4,36,0,223163312,75824,33357640,0,0,195968,271172,117130,238316,6,2,61,31,0,5
40,7,38,0,223161216,76932,33358952,0,0,197664,270604,113186,230126,5,2,62,30,0,5
41,4,25,0,223158720,77944,33360656,0,0,203600,261940,112175,228747,6,2,60,32,0,5
42,13,33,0,223156368,79040,33361880,0,0,211780,256880,115489,235906,6,2,59,32,0,5
43,1,44,0,223153888,80140,33363784,0,0,184688,280496,108035,218968,5,2,63,30,0,5
44,3,33,0,223151296,80908,33365160,0,0,199936,268928,115001,234379,6,2,59,33,0,5
45,0,49,0,223148944,81788,33366732,0,0,181232,288676,107216,216805,5,2,63,30,0,5
46,9,34,0,223146080,82548,33368056,0,0,189120,277320,111462,226560,5,2,62,31,0,5
47,7,39,0,223143360,83324,33369768,0,0,191440,277864,107275,218741,5,2,60,33,0,5
48,9,22,0,223141008,84004,33371188,0,0,198160,269992,115891,236910,5,2,60,32,0,5
49,8,34,0,223138768,84768,33372892,0,0,188656,279844,112559,228783,6,2,62,31,0,5
50,0,43,0,223136672,85464,33374268,0,0,196864,271200,114556,233656,6,2,60,32,0,5
51,6,34,0,223134560,86332,33375692,0,0,189136,277996,111829,227072,6,2,61,31,0,5
52,7,38,0,223132448,87364,33377248,0,0,196720,271768,117457,236247,5,2,62,31,0,5
53,12,28,0,223120544,88340,33379184,0,0,207456,257852,126276,247177,7,2,60,31,0,5
54,12,24,0,223119664,89160,33380256,0,0,213520,253248,123140,248161,7,2,58,33,0,5
55,6,27,0,223116192,90192,33382068,0,0,216240,249288,126346,258678,7,3,58,32,0,5
56,0,37,0,223113712,91204,33383532,0,0,213940,252988,125288,256783,7,3,58,32,0,5
57,8,39,0,223110976,92176,33385468,0,0,222384,241932,122179,250713,6,2,57,34,0,5
58,4,36,0,223108512,93224,33387380,0,0,218432,249616,124880,255626,6,2,58,33,0,5
59,1,43,0,223106144,94048,33389220,0,0,226944,240284,124775,255893,7,2,57,33,0,5
60,5,41,0,223104032,94584,33391040,0,0,235552,228728,121706,250549,7,3,57,34,0,5
61,0,24,0,223102048,95260,33392824,0,0,221584,244968,122572,251188,7,3,57,33,0,5
62,2,34,0,223099328,96052,33394696,0,0,221328,247728,129342,264879,7,3,59,31,0,5
63,8,36,0,223097504,96676,33396544,0,0,228240,236424,125071,256902,7,3,56,34,0,5
64,1,45,0,223095904,97188,33397944,0,0,182660,293468,101271,207845,5,2,61,31,0,5
65,13,28,0,223093296,97608,33399912,0,0,210576,252652,124690,255837,6,3,58,33,0,5
66,2,44,0,223091552,98112,33401556,0,0,200032,272848,114907,234595,6,3,59,32,0,5
67,7,34,0,223089184,98752,33402912,0,0,198784,269064,120616,247744,6,2,60,32,0,5
68,2,40,0,223086960,99544,33404932,0,0,209392,259112,118402,243226,7,2,58,33,0,5
69,5,37,0,223084096,100324,33406624,0,0,206624,261708,116305,238570,6,2,58,34,0,5
70,9,23,0,223081008,101128,33408140,0,0,213872,253076,124510,255704,7,2,59,32,0,5
71,7,21,0,223078656,101816,33410200,0,0,200496,262212,121054,247580,7,2,59,33,0,5
72,1,29,0,223076160,102624,33412064,0,0,212384,258200,131114,269185,7,3,57,33,0,5
73,1,28,0,223073056,103364,33413908,0,0,211876,254020,125154,257054,7,2,58,33,0,5
74,0,27,0,223070720,104156,33415736,0,0,200320,269036,126142,257608,7,2,59,31,0,5
75,2,33,0,223068848,104780,33417420,0,0,210448,255372,125095,256094,7,2,59,32,0,5
76,10,36,0,223064880,105396,33419336,0,0,213520,253836,128950,264740,7,2,57,33,0,5
77,10,34,0,223062896,105944,33421160,0,0,211632,254540,125521,258403,7,2,57,34,0,5
78,7,40,0,223060800,106512,33423000,0,0,199936,269796,121217,247948,7,2,59,32,0,5
79,9,22,0,223058304,107104,33424968,0,0,206944,257260,124228,254204,7,2,59,32,0,5
80,5,32,0,223056832,107604,33426920,0,0,205952,260924,126321,259001,7,2,59,32,0,5
81,9,33,0,223055088,108040,33428608,0,0,214384,253320,126854,261129,7,2,58,32,0,5
82,0,46,0,223052112,108620,33430280,0,0,212688,253224,128258,262806,8,2,58,32,0,5
83,6,34,0,223049632,109284,33431928,0,0,198256,267996,119219,243964,7,2,60,32,0,5
84,5,35,0,223046784,109916,33433748,0,0,194960,272424,126514,257535,7,2,61,30,0,5
85,1,44,0,223043920,110572,33435620,0,0,217232,247260,130634,268088,7,2,58,32,0,5
86,4,23,0,223041312,111188,33437532,0,0,199664,267776,130009,266099,7,3,58,32,0,5
87,5,39,0,223038592,111880,33439404,0,0,211856,254164,133886,275732,7,2,58,33,0,5
88,8,34,0,223035872,112540,33441524,0,0,209136,257040,126977,261116,7,2,59,32,0,5
89,0,26,0,223033888,113228,33442980,0,0,204672,262480,131395,268801,7,2,59,32,0,5
90,11,16,0,223031776,113796,33445020,0,0,207872,258208,132810,272299,7,2,59,32,0,5
91,0,43,0,223028176,114252,33447136,0,0,220992,245404,129236,266285,7,2,57,33,0,5
92,8,31,0,223026192,114676,33448932,0,0,203440,264664,129694,266062,7,3,59,32,0,5
93,19,25,0,223023584,115288,33450972,0,0,219136,247916,137229,282445,8,2,58,32,0,5
94,3,27,0,223021712,115740,33452912,0,0,199552,266752,130583,266940,7,2,60,31,0,5
95,5,12,0,223019360,116068,33454720,0,0,204720,263488,128099,262128,7,3,59,32,0,5
96,6,30,0,223017376,116496,33456516,0,0,213408,253964,137957,277768,8,3,58,32,0,5
97,3,38,0,223014896,116980,33458492,0,0,209760,254212,135777,277117,7,2,58,33,0,5
98,5,39,0,223013024,117616,33460536,0,0,200116,269256,129210,265078,8,3,57,33,0,5
99,4,39,0,223010048,118268,33462272,0,0,201008,261780,127208,259277,7,2,60,32,0,5
100,11,40,0,223007072,118928,33464368,0,0,209344,260416,131628,270786,7,2,58,32,0,5
